,SMILES,hit_inh,hit_kill
3594,COc1cc(C)c(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)c(C)c1C,0,0
3595,OC(=O)[C@@H](Cc1ccccc1)NC(=O)c1sc2cc(F)ccc2c1Cl,0,0
3596,CC1(C)OC[C@@H](COC(=O)CCc2ccc(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)cc2)O1,0,0
3597,Oc1ccc(Cl)c2cccnc12,0,0
3598,Fc1ccc(Oc2ccc3nc(NC(=O)C4CC4)sc3c2C#N)cc1NC(=O)Cc1cccc(c1)C(F)(F)F,0,0
3599,CC(C)c1ccc(cc1S(C)(=O)=O)C(=O)N=C(N)N,0,0
3600,[H][C@@]12CCCN1C(=O)[C@H](CC(N)=O)NC(=O)[C@]1([H])CSSC[C@H](N)C(=O)N[C@@]3([H])CSSC[C@]([H])(NC(=O)[C@H](C)NC2=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CSSC[C@]([H])(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(O)=O)NC3=O)C(=O)N1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,0,0
3601,OCc1ccc[n+]([O-])c1,0,0
3602,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,0,0
3603,COc1ccc(CCNC[C@H](O)c2ccc(O)cc2)cc1OC,0,0
3604,Clc1ccc(Cn2cc(C=O)c3ccccc23)cc1,0,0
3605,"CCCCCCCCCC[C@@H](O)[C@H]1C=C[C@H]2[C@@H](N1Nc1ccc(cc1)[N+]([O-])=O)C(=O)N(C2=O)c1ccccc1 |&1:10,&2:12,r,c:13|",0,0
3606,OC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)\C=C\c1ccc(O)c2O[C@H]([C@H](C(=O)O[C@H](Cc3ccc(O)c(O)c3)C(O)=O)c12)c1ccc(O)c(O)c1,0,0
3607,Cc1c(cccc1-n1cnc2ccccc2c1=O)-c1ccc(C(N)=O)c2[nH]c3cc(ccc3c12)C(C)(C)O,0,0
3608,CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@@H]3CC[C@]12C |t:16|,0,0
3609,NCCCCCC(O)=O,0,0
3610,Nc1ncn([C@H]2C[C@H](OP(O)(=O)OC[C@H]3O[C@H](C[C@@H]3O)n3cnc4c3[nH]c(N)nc4=O)[C@@H](CO)O2)c(=O)n1,0,0
3611,FC(F)(F)c1ccc(Oc2cccc(CC3CCN(CC3)C(=O)Nc3cccnc3)c2)nc1,0,0
3612,Cc1nc2sccn2c(=O)c1CCN1CCC(CC1)=C(c1ccc(F)cc1)c1ccc(F)cc1,0,0
3613,"O[C@@H](C[C@H]1c2ccccc2-c2cncn12)C1CCCCC1 |&1:1,&2:3,r|",0,0
3614,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0,0
3615,CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1 |t:5|,0,0
3616,CN(C)C(=O)c1cc2cnc(Nc3ccc(cn3)N3CCNCC3)nc2n1C1CCCC1,0,0
3617,Cc1ncc(n1C[C@@H](CN1CCOCC1)OP(O)(O)=O)[N+]([O-])=O,0,0
3618,CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O,0,0
3619,CCc1cc(cc(C)c1OC[C@@H](O)CO)-c1noc(n1)-c1cc(OC)nc(c1)C1CCCC1,0,0
3620,"CC(C)=CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@@]21C |a:9,12,14,15,18,19,23,25,27,30,32,34,36,38,41,43,45,50,53,&1:6|",0,0
3621,"COc1ccc(cc1)-c1nc2ccc(cc2[nH]1)C1=NNC(=O)C[C@H]1C |&1:23,t:20|",0,0
3622,"CC(C)NC[C@H](O)COc1cccc2CCCN(C(=O)c3cccnc3)c12 |&1:5,r|",0,0
3623,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,0,0
3624,COc1ccc(cc1O)-c1cc(=O)c2c(O)cc(O)cc2o1,0,0
3625,C[C@@H](C[N+](C)(C)C)OC(N)=O |r|,0,0
3626,CCNc1nc(Nc2cc(F)c(cc2OC)C(=O)N2CCOCC2)ncc1C(F)(F)F,0,0
3627,CCCC[C@@H](CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1 |&1:4|,0,0
3628,C(CN1CCOCC1)Nc1cc2CCCc3ccccc3-c2nn1,0,0
3629,CC(C)c1n(C)nc2ccc(cc12)-c1ccnc(N[C@H]2CC[C@@H](CC2)NC2CCOCC2)n1 |r|,0,0
3630,CN(CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)c(F)c1)CC=C,0,0
3631,COc1cc2c(ncnc2cc1OCCCN1CCCCC1)N1CCN(CC1)C(=O)Nc1ccc(OC(C)C)cc1,0,0
3632,CC(C)(C)c1cc(cc(c1)C(C)(C)C)C(=O)\C=C\c1ccc(cc1)C(O)=O,0,0
3633,ONC(=O)c1cccnc1,0,0
3634,O=C(Nc1nc2ccc(NC(=O)C34CC5CC(CC(C5)C3)C4)cc2s1)c1ccccc1,0,0
3635,C[C@H]1CC[C@@H](CC1)C(=O)N([C@@H]1CC[C@H](O)CC1)c1cc(sc1C(O)=O)C#CC(C)(C)C |r|,0,0
3636,[H][C@@]12C[C@@H]3O[C@@]33[C@H](OC(=O)CCC(O)=O)[C@]4(O[C@H]4[C@@H]4O[C@]34[C@@]1(C)CCC1=C2COC1=O)C(C)C |c:30|,0,0
3637,C(Cc1ccccc1)Nc1nc(cs1)-c1ccccc1,0,0
3638,O[Bi]1Oc2cc(cc(O)c2O1)C(O)=O,0,0
3639,CNc1nc(-c2cccc(NC(=O)c3ccc(cc3)C(=O)OC)c2)c2cc(OC)c(OC)cc2n1,0,0
3640,COc1nc(-c2ccc(OC)cc2)n(n1)-c1ccc(OC)cc1,0,0
3641,C[C@@H]1O[C@H](O)[C@@H](F)[C@H](O)[C@@H]1O |&1:3|,0,0
3642,C(N1CCC(CC1)n1ncc2c(nc(nc12)-c1ccc2[nH]ccc2c1)N1CCOCC1)c1cccnc1,0,0
3643,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)NCCNC(=O)c1cccnc1,0,0
3644,COc1cc(ccc1Nc1ncc(c(Nc2cccc(NC(=O)C=C)c2)n1)C(F)(F)F)N1CCN(CC1)C(C)=O,0,0
3645,"Clc1ccccc1[C@H]1CS\C(S1)=C(\C#N)n1ccnc1 |&1:7,r|",0,0
3646,Cc1ccc(F)cc1C(=O)Nc1ccc(C(=O)N2Cc3cccn3Cc3ccccc23)c(Cl)c1,0,0
3647,OC(=O)[C@@H]1CCCC[C@@H]1NC(=O)c1cnn2c(O)cc(nc12)-c1ccccc1,0,0
3648,Cc1cc(ccn1)-c1nc(co1)C(=O)Nc1cn(nc1C(N)=O)C1CCOCC1,0,0
3649,CC[C@]1(O)C[C@@H]2C[N@](C1)CCc1c([nH]c3ccccc13)[C@@](C2)(C(=O)OC)c1cc2c(cc1OC)N(C=O)[C@@H]1[C@]22CCN3CC=C[C@](CC)([C@@H]23)[C@@H](OC(C)=O)[C@]1(O)C(=O)OC |c:49|,0,0
3650,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(C)cc31,0,0
3651,CCCN(CCC)[C@H]1CCc2cccc(O)c2C1 |&1:7|,0,0
3652,CCCOc1ccc2nc(NC(=O)OC)[nH]c2c1,0,0
3653,Cc1nc-2c(CCN(C(=O)c3ccc(NC(=O)c4ccccc4-c4ccccc4)cc3)c3ccccc-23)[nH]1,0,0
3654,CCC1(Cc2ccccc2O1)C1=NCCN1,0,0
3655,CN(NC(=O)CC(=O)NN(C)C(=S)c1ccccc1)C(=S)c1ccccc1,0,0
3656,Cc1ccc(CC2(O)CCN(CCOc3ccc(O)cc3)CC2)cc1,0,0
3657,ONC(=O)C[S@@](=O)C(c1ccccc1)c1ccccc1 |r|,0,0
3658,"FC(F)(F)C1=C[C@H](C2=C(CCCC2=O)N1)c1cccc(c1)C#N |t:4,7|",0,0
3659,"CC[C@@H](NC(C)C)[C@@H](O)c1ccc(O)c(O)c1 |&1:2,&2:7|",0,0
3660,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,0,0
3661,CC(C)[C@H](CO)Nc1nc(Nc2cc(N)cc(Cl)c2)c2ncn(C(C)C)c2n1,0,0
3662,"CN1[C@@H](CC2=C\C(=N\NC(N)=O)C(=O)C=C12)S(O)(=O)=O |&1:2,t:4,14|",0,0
3663,CN1CCN2C(C1)c1ccccc1Cc1ccccc21,0,0
3664,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(cc2OC)N2CCOCC2)ncc1C(F)(F)F,0,0
3665,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,0,0
3666,Cc1cc(\C=C2/SC(=O)N(C2=O)c2ccccc2)c(C)n1-c1cccnc1,0,0
3667,"C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C |c:9,32|",0,0
3668,CN(C)CCCO[C@H]1[C@H](O[C@@H]2OC(C)(C)O[C@H]12)[C@H](O)CO,0,0
3669,Nc1nncs1,0,0
3670,"C[N+]12CCC(CC1)[C@@H](C2)OC(=O)C(O)(c1ccccc1)c1ccccc1 |&1:7,THB:9:7:2.3:5.6|",0,0
3671,"C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12 |c:23,t:27|",0,0
3672,"CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)COC(C)=O |c:18,t:14|",0,0
3673,CCCC(CCC)C(O)=O,0,0
3674,CCCN[C@@H]1CCc2c(OC)cccc2[C@@H]1C,0,0
3675,Nc1ccc2cc3ccc(N)cc3nc2c1,0,0
3676,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,0,0
3677,"CCOC(=O)C1=C(C)NC(C)=C([C@@H]1c1cccc(Cl)c1Cl)C(=O)OC |&1:12,r,c:5,10|",0,0
3678,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(O)=O |t:9|,0,0
3679,CCC(O)(CC)\C=C\C=C\[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,0,0
3680,CCO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,0,0
3681,COc1ccc(cc1)C1(CNC(=O)c2ccc(NC(=O)c3ccco3)cc2)CCOCC1,0,0
3682,CC(C)[C@H](C(=O)Nc1ccc(cc1)C(=O)NO)c1ccccc1,0,0
3683,Nc1nccc(n1)-c1ccc2noc(-c3ccc(Cl)cc3)c2c1,0,0
3684,CC\C=C(/C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)c1csc(N)n1 |c:16|,0,0
3685,Cn1cc(cn1)-c1cnn2c(N)c(Br)c(nc12)[C@@H]1CCCNC1,0,0
3686,CCCCOC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F,0,0
3687,CN(C)CCO[C@@H](c1ccc(Cl)cc1)c1ccccn1 |&1:6|,0,0
3688,CC1(C)C2CC1[C@](C)(O)[C@H](O)C2,0,0
3689,Cn1cc(\C=C2/C(=O)Nc3cccnc23)c2ccccc12,0,0
3690,O=C(\C=C\c1cccnc1)c1ccncc1,0,0
3691,OC1(CN2CCC(COc3noc4cccc(O[C@@H]5CCOC5)c34)CC2)CCOCC1,0,0
3692,CC#CC(=O)N[C@H]1CCCN(C1)c1c(F)cc(C(N)=O)c2[nH]c(C)c(C)c12,0,0
3693,CS(=O)(=O)c1ccc(cc1)-c1cc(Br)sc1-c1ccc(F)cc1,0,0
3694,COc1cc2ncnc(Nc3ccc(Cl)c(Cl)c3F)c2cc1OC1CCN(CC1)C(=O)C=C,0,0
3695,CCCn1c(=O)n(CC)c2nc([nH]c2c1=O)-c1cnn(Cc2cccc(c2)C(F)(F)F)c1,0,0
3696,Clc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1,0,0
3697,CN(CC[C@@H](Oc1ccc(cc1)-c1ccccc1)c1ccc(F)cc1)CC(O)=O,0,0
3698,COc1cc(ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)C=C)c2)n1)N1CCN(C)CC1,0,0
3699,O=C1NC(=O)[C@H]([C@@H]1c1c[nH]c2ccccc12)c1cn2CCCc3cccc1c23,0,0
3700,OC(=O)c1ccccc1-c1ccc(cc1)C(F)(F)F,0,0
3701,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O |c:4|,0,0
3702,"CC[C@]1(Cc2ccccc2O1)c1ncc[nH]1 |&1:2,r|",0,0
3703,NC1=NCCN1CC(O)=O |t:1|,0,0
3704,"[H][C@@]12CC[C@](O)(C(=O)COC(=O)CCC(O)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C |c:35,t:31|",0,0
3705,C[C@H](N)C(=O)N[C@@H](C)P(O)(O)=O,0,0
3706,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc12,0,0
3707,CCc1c(C)c2cc3nc(cc4[nH]c([C@@H](CCC(O)=O)[C@@H]4C)c(CC(O)=O)c4[nH]c(cc1n2)c(C)c4C(O)=O)c(C)c3C=C,0,0
3708,Clc1cccc(c1)N1CCN(Cc2cncn2Cc2ccc(cc2)C#N)CC1=O,0,0
3709,COc1cccc(c1)[C@@H](C)NCCCc1ccccc1Cl,0,0
3710,O=C(Nc1cc(nn1-c1ccccc1)-c1ccccc1)c1cccc(c1)C#N,0,0
3711,Nc1ccc(cc1)S(=O)(=O)Nc1nccs1,0,0
3712,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,0,0
3713,CCCCP(O)(=O)CCCN,0,0
3714,CC(=C)[C@@H]1CCC(C)=CC1 |c:7|,0,0
3715,COc1ccc(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)cc1,0,0
3716,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,0,0
3717,"CNC(=S)[C@]1(CCCS1)c1ccccn1 |&1:4,r|",0,0
3718,Oc1c(I)cc(Cl)c2cccnc12,0,0
3719,Cc1ccc(NC2=NCCN2)c(Cl)c1 |t:6|,0,0
3720,"NC(=O)OC[C@@H](O)COc1ccc(Cl)cc1 |&1:5,r|",0,0
3721,Cc1cc(C)cc(c1)[C@@H]1CCCN1Cc1ccc(Oc2ccc(cc2F)C(N)=O)cc1,0,0
3722,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,0,0
3723,CN1c2c(oc(=O)n(-c3ccccn3)c2=O)-c2ccccc2S1(=O)=O,0,0
3724,S=C(N\N=C1/CCCc2cccnc12)N1CCN(CC1)c1ccccn1,0,0
3725,CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F,0,0
3726,COc1cc(c(Cl)cc1Cl)-n1c(=S)[nH]c2ccccc2c1=O,0,0
3727,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(O)=O,0,0
3728,CN(C)C\C=C\C(=O)Nc1ccc(cc1)C(=O)Nc1cccc(Nc2ncc(Cl)c(n2)-c2c[nH]c3ccccc23)c1,0,0
3729,[H][C@@]1(CC[C@]2(C)[C@]1([H])[C@H](O)C[C@]1([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])[C@H](C[C@@]21C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)[C@](C)(CCC=C(C)C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0,0
3730,COc1cc(ccc1Nc1ncnc(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N1CCN(C)CC1,0,0
3731,CN1CCN(CC1)C(=O)Cc1csc(NS(=O)(=O)c2cccc(Cl)c2C)n1,0,0
3732,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)n[nH]3)ncnc2c1)CCOP(O)(O)=O,0,0
3733,"[H]O[C@@H](CO)[C@H](CO)N1CCN2CCN3CCN(CC1)CC(=O)O[Gd](OC(=O)C3)OC(=O)C2 |&1:2,5|",0,0
3734,"CCC[C@H]1C(=O)N2N(C1=O)c1cc(C)ccc1N=C2N(C)C |r,c:19|",0,0
3735,"CC(C)CCC(=O)C[C@@H]1N(C(=O)c2ccccc12)c1ccc2ccc(Cl)nc2n1 |&1:8,r|",0,0
3736,COc1cc(OC)c(\C=C\S(=O)(=O)Cc2ccc(OC)c(NCC(O)=O)c2)c(OC)c1,0,0
3737,Cc1cccn2c1ncc(-c1nn[nH]n1)c2=O,0,0
3738,CCc1c(C(=O)C(N)=O)c2c(OCC(O)=O)cccc2n1Cc1ccccc1,0,0
3739,Cc1c(sc2nc3ccc(N)cc3n12)C(=O)NC1CCCCC1,0,0
3740,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,0,0
3741,CC(C)=CCC\C(C)=C\CC\C(C)=C\CSc1ccccc1C(N)=O,0,0
3742,CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(\C=C(/C)C(O)=O)c(Cl)c3)n2)c1OC,0,0
3743,COc1cc(OC)cc(c1)-c1ccc2c([nH]nc2n1)-c1ccc(F)cc1,0,0
3744,"CC(=O)O[C@H]1CN2CCC1CC2 |&1:4,r|",0,0
3745,"CC[C@H]1[C@@H](O)[C@H]2[C@H]3CC[C@@H]([C@@H](C)CCC(O)=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC[C@@H](O)C[C@@H]12 |&1:2,&2:3,&3:5,&4:6,&5:9,&6:10,&7:17,&8:21,&9:22,&10:26,&11:29,r|",0,0
3746,Cc1c(CC(O)=O)c2cccnc2n1Cc1ccc(cc1C(F)(F)F)S(C)(=O)=O,0,0
3747,C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\c1csc(C)n1,0,0
3748,COC[C@H](N1CCN(C[C@@H]1C)C1(C)CCN(CC1)C(=O)c1c(C)ncnc1C)c1ccc(cc1)C(F)(F)F,0,0
3749,Nc1ccc(cc1)S(=O)(=O)Nc1ncccn1,0,0
3750,"NC[C@@H](CS(O)(=O)=O)c1ccc(Cl)cc1 |&1:2,r|",0,0
3751,"CC[C@@H](C)SSc1ncc[nH]1 |&1:2,r|",0,0
3752,Cn1c2ncn(CCO)c2c(=O)n(C)c1=O,0,0
3753,"[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(=O)CC(C)(C)C |c:13,t:9|",0,0
3754,OC1(CN(C1)C(=O)c1ccc(F)c(F)c1Nc1ccc(I)cc1F)[C@@H]1CCCCN1,0,0
3755,[H][C@@]12COCCN1C(=O)c1c(OCOC(=O)OC)c(=O)ccn1N2[C@H]1c2ccc(F)c(F)c2CSc2ccccc12,0,0
3756,CC(=O)OC[C@H]1O[C@@](COC(C)=O)(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,0,0
3757,C=CC(=O)c1ccc2ccccc2c1,0,0
3758,Clc1cccc2c(cccc12)S(=O)(=O)NCCCCCCc1ccccc1,0,0
3759,O[C@@H](C(=O)N[C@H]1[C@H]2SCC(CSc3nnnn3CS(O)(=O)=O)=C(N2C1=O)C(O)=O)c1ccccc1 |c:22|,0,0
3760,Cn1cc(C[C@@H](N)C(O)=O)c2ccccc12,0,0
3761,CCCCCCOc1nsnc1C1=CCCN(C)C1 |t:13|,0,0
3762,Oc1cc(O)c2c(c1)oc(cc2=O)-c1ccccc1,0,0
3763,CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1,0,0
3764,"CCCCCCCC(=O)OC[C@@H](O)CO |&1:11,r|",0,0
3765,"FC(F)(F)c1ccc(NC(=O)[C@H](C#N)C(=O)CCC#C)cc1 |&1:11,r|",0,0
3766,C[N+](C)(C)CCOC(N)=O,0,0
3767,CCOC(=O)\C=C(/C)\C=C\C=C(/C)\C=C\c1c(C)cc(OC)c(C)c1C,0,0
3768,CCOC(=O)C(=O)Nc1cccc(OC)c1C(N)=O,0,0
3769,CCCC(CCC)C(=O)NCc1ccc2n(ncc2c1)-c1ccccc1OC,0,0
3770,C[C@@]1(O)CCC[C@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2cc(C(F)F)c1=O,0,0
3771,CC1(C)Oc2ccc(cc2[C@@H](OC2=CC(=O)CC2)[C@@H]1O)C#N |t:13|,0,0
3772,CC(C)c1cccc2c(cc(nc12)-c1ccc([nH]1)-c1ccc(cc1)C(O)=O)-c1ccccc1,0,0
3773,COc1ccc(cc1)-c1c(C)c(nn1-c1ccc(Cl)cc1Cl)C(=O)NN1CCCCC1,0,0
3774,CC[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@@H](NC(=O)OCC(C)(C)CCCCc1cccc3CN(Cc13)C(=O)O2)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,0,0
3775,COc1cccc(c1)-c1cc(NCc2ccc3OCOc3c2)nc(N)n1,0,0
3776,"N[C@@H](C(O)=O)c1cc(O)ccc1Cl |&1:1,r|",0,0
3777,CC[C@](COC(=O)c1cc(OC)c(OC)c(OC)c1)(N(C)C)c1ccccc1 |&1:2|,0,0
3778,C[C@H](NCc1ccc(OCc2ccccc2F)cc1)C(N)=O,0,0
3779,CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nccc(n3)-c3cccnc3)c2)CC1,0,0
3780,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(O)=O)CC1)c1cccc(\C=C\c2ccc3ccc(Cl)cc3n2)c1,0,0
3781,C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1 |c:34|,0,0
3782,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,0,0
3783,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,0,0
3784,CC1(C)C[C@@H]1C(=O)N\C(=C/CCCCSC[C@H](N)C(O)=O)C(O)=O,0,0
3785,"Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)c1c(C[C@@]35O)c2ccccc2n1Cc1ccccc1 |TLB:21:22:7.12.13:4.5.18,23:22:7.12.13:4.5.18|",0,0
3786,COc1ccc(OC)c(c1)C(O)C(C)N,0,0
3787,NCCCNCCSP(O)(O)=O,0,0
3788,"[Zn]1n2c3\N=C4/N=C(/N=c5\n1\c(=N/C1=N/C(=N\c2c2ccccc32)/c2ccccc12)c1ccccc51)c1ccccc41 |c:3,7,11,15,t:5,13|",0,0
3789,Cc1ccc(cc1)S(=O)(=O)OCC(=O)Nc1ccc(C(O)=O)c(O)c1,0,0
3790,"CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C(C)=O |t:9,12|",0,0
3791,"COc1ccc([C@H]2CC(=NCCS2)c2c(O)cc(C)oc2=O)c(OC)c1 |&1:6,r,c:8|",0,0
3792,CCCn1c2nc[nH]c2c(=O)[nH]c1=O,0,0
3793,CC(C)\N=c1/cc2n(-c3ccc(Cl)cc3)c3ccccc3nc2cc1Nc1ccc(Cl)cc1,0,0
3794,C[C@H](Nc1cc(NS(=O)(=O)N2CCC2)nc(SCc2cccc(F)c2F)n1)[C@@H](O)CO,0,0
3795,"CC[C@H]1\C=C(C)\[C@@H](O)C\C=C\C=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)c3c(O)c(Cl)c(O)c(Cl)c3CC)[C@H](O)[C@@H]2OC)\C(=O)O[C@@H](C\C=C(/C)\C=C(C)\[C@@H]1O[C@@H]1OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]1O)[C@@H](C)O |c:3,11,47,50,t:9|",0,0
3796,FC(F)(F)c1ccc(CCN2CCC3(CC2)OC(=O)Nc2ccccc32)cc1,0,0
3797,CC(C)(C)NC[C@H](O)c1ccc(O)cc1Cl |r|,0,0
3798,"CC(=O)N(C[C@@H](O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NC[C@@H](O)CO)c1I |&1:5,&2:26,r|",0,0
3799,COc1ccccc1N1CCN(CCN(C(=O)C2CCCCC2)c2ccccn2)CC1,0,0
3800,"OC(=O)CC[C@@H](CP(O)(O)=O)C(O)=O |&1:5,r|",0,0
3801,COc1ccccc1N1CCN(CCN2C(=O)c3ccccc3C(C)(C)C2=O)CC1,0,0
3802,CC(C)c1ccc(C)cc1O,0,0
3803,"NC[C@@H](CC(O)=O)c1ccccc1 |&1:2,r|",0,0
3804,C\C=C\C\C=C\CCC(=O)[C@H]1O[C@H]1C(N)=O,0,0
3805,COc1ncc(-c2nc3C(=O)N([C@H](c3n2C(C)C)c2ccc(Cl)cc2)c2cc(Cl)cn(C)c2=O)c(OC)n1,0,0
3806,COC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)c2ccnc(OCc3ncccn3)c2c(=O)n1Cc1ccnc(C)c1,0,0
3807,COc1cc2C[C@](C)(O)[C@@H](C)Cc3cc4OCOc4c(OC)c3-c2c(OC)c1OC,0,0
3808,Cn1c2cc(sc2c2cnn(Cc3cccc(N)c3)c(=O)c12)[S@@](C)=O |r|,0,0
