,SMILES,hit_inh,hit_kill
1080,CC(C)=CCC\C(C)=C\CC\C(C)=C\CSC[C@H](NC(C)=O)C(O)=O,0,0
1081,CNC(=O)ON(C(C)=O)C(=O)NC,0,0
1082,FC(F)(F)c1cccc(c1)C(=O)NCC(=O)N[C@@H]1CCN(Cc2ccc(Cl)cc2)C1,0,0
1083,Cc1nnc2[C@H](CC(=O)OC(C)(C)C)N=C(c3c(C)c(C)sc3-n12)c1ccc(Cl)cc1 |c:14|,0,0
1084,Oc1ccc(cc1NC(=O)Nc1cc(ccc1O)C(F)(F)F)C(F)(F)F,0,0
1085,CC1(C)OC(=O)NC1=O,0,0
1086,N[C@@H](CCC(O)=O)C(O)=O,0,0
1087,CCCN1C[C@H](C[C@@H]2Cc3c(O)cccc3C[C@@H]12)NS(=O)(=O)N(CC)CC,0,0
1088,"Clc1ccc([C@@H](Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1 |&1:5,r|",0,0
1089,Oc1cccc2C(=O)c3cccc(O)c3C(=O)c12,0,0
1090,O[C@@H](CNCCOc1ccc(OCC(O)=O)cc1)COc1ccccc1,0,0
1091,Brc1ccc(NC2C3CC4CC(C3)CC2C4)cc1,0,0
1092,Oc1c(I)cc2c(Oc3c(I)c(O)c(I)cc3C22OC(=O)c3ccccc23)c1I,0,0
1093,CN(C(=O)Cc1ccc(cc1)-c1ccccn1)c1nc(C)c(s1)S(N)(=O)=O,0,0
1094,CNC(=O)c1ccc(Oc2ccc3CCN(CCc3c2)C2CCC2)nc1,0,0
1095,CS(=O)(=O)c1ccc(cc1)-c1cnc(N)c(c1)-c1ccc(nc1)C(F)(F)F,0,0
1096,CCn1c(nc2cncc(CNC3CCNCC3)c12)-c1nonc1N,0,0
1097,COc1ccc(CCN(C)CCCOc2ccc(cc2)S(=O)(=O)c2c(C(C)C)c3ccccc3n2C)cc1OC,0,0
1098,C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CC(=O)O2,0,0
1099,N[C@@H](CN(O)[N+][O-])C(O)=O,0,0
1100,"OC[C@H]1O[C@@H]([C@@H](O)[C@@H](O)[C@@H]1O)c1c(O)ccc2c1occ(-c1ccc(O)cc1)c2=O |&1:2,&2:4,&3:5,&4:7,&5:9,r|",0,0
1101,"C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@H](CCCCCCCCC[S@@](=O)CCCC(F)(F)C(F)(F)F)Cc1cc(O)ccc31 |a:1,4,5,6,9,11,&1:21|",0,0
1102,"C[C@H](OC(C)=O)OC(=O)[C@H](C)c1ccc(c(F)c1)-c1ccccc1 |&1:9,&2:1,r|",0,0
1103,OC(=O)CC[C@H]1CC[C@@](CC1)(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1 |r|,0,0
1104,CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12,0,0
1105,C[C@H]1CN([C@H](C)CN1Cc1ccc(F)cc1)C(=O)c1cc2c(cn(C)c2cc1Cl)C(=O)C(=O)N(C)C,0,0
1106,O=C(Nc1ccccc1-c1cn2c(CN3CCNCC3)csc2n1)c1cnc2ccccc2n1,0,0
1107,COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@@H]3CCc2c1,0,0
1108,OCCN(CCO)c1nc(N2CCCCC2)c2nc(nc(N3CCCCC3)c2n1)N(CCO)CCO,0,0
1109,CCN1CCC[C@H]1CNC(=O)c1c(O)c(CC)cc(Cl)c1OC,0,0
1110,OCc1ccc(CO)o1,0,0
1111,"Cc1ccccc1C(N1[C@H]2CC[C@@H]1C[C@](O)(C2)c1ccccc1)c1ccccc1C |&1:9,12,14,r|",0,0
1112,O=C(Nc1cccc2cccnc12)c1ccc(cc1)N1C(=O)[C@H]2[C@@H]3C[C@@H](C=C3)[C@H]2C1=O |c:29|,0,0
1113,C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)c5ccccc5)ccc34)[C@@H]1CC[C@@H]2O,0,0
1114,CCN(CC)c1ccc(\C=N\NC(=O)c2ccc(O)cc2)cc1,0,0
1115,Clc1cccc(N2CCN(CCCCNC(=O)c3ccc-4c(Cc5ccccc-45)c3)CC2)c1Cl,0,0
1116,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1,0,0
1117,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(N)=N)cc2)cc1,0,0
1118,FC(F)(F)Oc1ccc(cc1)-c1ccc2nnc(n2c1)C(F)(F)F,0,0
1119,Cc1ccc(NC(=O)CCCCCC(=O)Nc2ccccc2N)cc1,0,0
1120,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2OC(=O)CC)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,0,0
1121,"CCC(=O)O[C@H]1CC[C@H]2[C@H]3CC[C@H]4CC(=O)[C@@H](C)C[C@@]4(C)[C@@H]3CC[C@@]12C |&1:5,&2:8,&3:9,&4:12,&5:16,&6:19,&7:21,&8:24,r|",0,0
1122,CCCN(CCC)C1Cc2cc(OC)c(OC)cc2C1,0,0
1123,Oc1cccc(Nc2ncc(F)c(Nc3cccc(O)c3)n2)c1,0,0
1124,"COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)[C@H]1CCCO1 |&1:23,r|",0,0
1125,CC1(C)OC[C@H](NC(=O)Nc2ccc(Br)cc2Br)[C@@H](O1)c1ccccc1,0,0
1126,CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O,0,0
1127,OC(=O)CCCCCCNC1c2ccccc2CCc2ccccc12,0,0
1128,C[N+]1(C)CCc2cc3OCOc3cc2[C@H]1[C@@H]1OC(=O)c2c1ccc1OCOc21,0,0
1129,CN1CCN(CC1)c1ncc(c(N)n1)-c1cc(Cl)cc(Cl)c1Cl,0,0
1130,C[C@@H]1NC(=O)NC1=O,0,0
1131,[H][C@]1(O[C@@H]2[C@@H](N)C[C@@H](NCC)[C@H](O[C@@]3([H])OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)OC(CN)=CC[C@H]1N |c:32|,0,0
1132,C(COc1ccc2OCOc2c1)CN1CCN(CC1)c1ccccc1,0,0
1133,[O-][N+](=O)c1cn2C[C@@H](COc2n1)OCc1ccc(OC(F)(F)F)cc1,0,0
1134,CN1CCC(CC1)OC(c1ccccc1)c1ccccc1,0,0
1135,CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(c1)-c1cn(C)c(=O)c2[nH]ccc12,0,0
1136,CCOc1ccc(Cc2cc(ccc2Cl)[C@]23OC[C@](CO)(O2)[C@@H](O)[C@H](O)[C@H]3O)cc1,0,0
1137,Cn1c(Nc2ccc(cc2)C(F)(F)F)nc2cc(Oc3ccnc(c3)-c3ncc([nH]3)C(F)(F)F)ccc12,0,0
1138,CC[C@]12CC[C@H]3[C@@H](CCC4=C\C(CC[C@H]34)=N\O)[C@@H]1CC[C@@]2(O)C#C |t:9|,0,0
1139,O[C@@H](COc1ccccc1-c1ccccc1)CC(=N)N1CCCCC1 |&1:1|,0,0
1140,C(NCc1ccccn1)c1ccc(CN2CCCNCCNCCCNCC2)cc1,0,0
1141,CNCCc1cnc[nH]1,0,0
1142,"Clc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1 |&1:7,r|",0,0
1143,COc1ccc(cc1)-c1csc(NC(=O)[C@H]2CCCCN2S(=O)(=O)c2ccc(C)cc2)n1,0,0
1144,CNc1cccc(NC(=O)N[C@@H]2N=C(c3ccccn3)c3ccccc3N(CC(=O)C(C)(C)C)C2=O)c1 |t:12|,0,0
1145,CN([C@H](CN1CCCC1)c1ccccc1)C(=O)Cc1ccccc1,0,0
1146,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,0,0
1147,Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,0,0
1148,NC(=S)N\N=C\c1ncccc1N,0,0
1149,O=C(NCc1ccccn1)Nc1nnc(o1)-c1ccco1,0,0
1150,Cc1cc(O)c2C(=O)c3c(O)cc(O)cc3C(=O)c2c1,0,0
1151,[H][C@]1(C[C@@H]2CC[C@H](C1)N2c1ccc(cn1)C(=O)C1CC1)NC(=O)c1cc(N[C@H](C)CC)c(cc1C)C(N)=O |TLB:9:8:4.5:1.2.7|,0,0
1152,Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1,0,0
1153,Nc1ncnc(Nc2ccc(Cl)cc2)n1,0,0
1154,OC(=O)c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1,0,0
1155,NC(=O)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12,0,0
1156,OC(=O)\C=C\c1ccc(cc1)-c1ccc(O)c(c1)C12CC3CC(CC(C3)C1)C2,0,0
1157,CCCCCCCCCCCCCCCC(=O)C(F)(F)F,0,0
1158,CN[C@@H]1c2ccc(O)c(Oc3cc(O)c(Cl)c(c3)[C@@H]3NC(=O)[C@@H](Cc4ccc(Oc5cc6cc(Oc7ccc(cc7Cl)[C@@H](O)[C@@H]7NC(=O)[C@H](NC(=O)[C@@H]6NC3=O)c3ccc(O)c(c3)-c3c(O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]6O)cc(O)cc3[C@H](NC7=O)C(=O)NCCCN(C)C)c5O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)C(O)=O)cc4)NC1=O)c2,0,0
1159,"C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO |c:13,t:9|",0,0
1160,CC1=NCC[C@H](N1)C(O)=O |t:1|,0,0
1161,CN1CCN(CC1)c1nc(C2=C(C(=O)NC2=O)c2c[nH]c3ccccc23)c2ccccc2n1 |t:11|,0,0
1162,Cc1cc([C@@H](C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O |&1:4|,0,0
1163,"CSCC[C@@H](N)C(O)=O |&1:4,r|",0,0
1164,NC(=S)N\N=C\c1ccncc1,0,0
1165,C[N+]1=Cc2cc3OCOc3cc2CC1 |t:1|,0,0
1166,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O,0,0
1167,NCc1cccnc1,0,0
1168,"NC1=NC(=O)N2C[C@@H]12 |r,t:1|",0,0
1169,"COc1cccc2C=[N+]3CC[N+]4=Cc5cccc(OC)c5O[Mn]34(Cl)Oc12 |t:7,11|",0,0
1170,CS(=O)(=O)OCOS(C)(=O)=O,0,0
1171,CCCCCCCCCCCCCCCC(=O)NCCO,0,0
1172,CN(C)Cc1cccc(N\C(=C2/C(=O)Nc3cc(ccc23)C(=O)N(C)C)c2ccccc2)c1,0,0
1173,N[C@H]1CCCC[C@H]1Nc1ncc(C(N)=O)c(Nc2cccc(c2)-n2nccn2)n1,0,0
1174,COc1ccc(cc1)C(=O)C1CCN(CC(=O)N(CC2CC2)Cc2nc(=O)c3COCCc3[nH]2)CC1,0,0
1175,N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O,0,0
1176,"COc1cc(cc(OC)c1OC)C(=O)N[C@H]1CCCNC1 |&1:15,r|",0,0
1177,Clc1ccc(cc1)-n1[nH]c2c(cnc3ccccc23)c1=O,0,0
1178,CC(C)(C)NCC(O)COc1cccc2NC(=O)CCc12,0,0
1179,COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]1N(C)CCc2cc3OCOc3c(OC)c12,0,0
1180,CCn1c(CO)nn(-c2cc(O[C@@H](C)C(F)(F)F)c(cc2F)C(=O)Nc2c(F)cccc2Cl)c1=O,0,0
1181,CNc1nc(NCc2ccc(NS(C)(=O)=O)cc2Cl)cc(n1)-c1ccccn1,0,0
1182,Cc1cc(OCCN2CCOCC2)nn1-c1ccc2ccccc2c1,0,0
1183,NC(=O)C1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)N1CCCCC1,0,0
1184,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(cc12)S(N)(=O)=O,0,0
1185,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O,0,0
1186,C[C@@H](NCCC(c1ccccc1)c1ccccc1)c1ccccc1 |&1:1|,0,0
1187,NC(=O)c1nc(F)c[nH]c1=O,0,0
1188,CC(C)c1cc(OC(C)=O)c(C)cc1OCCN(C)C,0,0
1189,CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)C1CCCC1,0,0
1190,CC(=O)N[C@@H]1CCC[C@@H](C1)C(=O)Nc1cc(-c2cnn3CC(C)(C)Cc23)c(Cl)cn1,0,0
1191,OC(=O)CCc1nc2ccccc2[nH]1,0,0
1192,CC(C)N\C(SCC(=O)N[C@H]1[C@H]2SCC(COC(C)=O)=C(N2C1=O)C(O)=O)=N/C(C)C |c:19|,0,0
1193,OC(=O)c1ccccc1C(=O)Nc1ccc(cc1)S(=O)(=O)Nc1nccs1,0,0
1194,Cc1ccnc2N(C3CC3)c3ncccc3C(=O)Nc12,0,0
1195,C1CCC(CC1)Nc1nc(Nc2ccc(cc2)N2CCOCC2)nc2nc[nH]c12,0,0
1196,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C |t:8|,0,0
1197,CCCCCCCCCC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1Oc1c2Oc3ccc(C[C@H]4NC(=O)[C@@H](N)c5ccc(O)c(Oc6cc(O)cc(c6)[C@H](NC4=O)C(=O)N[C@@H]4c(c2)cc1Oc1ccc(cc1Cl)[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O)[C@@H]1NC(=O)[C@H](NC4=O)c2ccc(O)c(c2)-c2c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc2[C@@H](NC1=O)C(O)=O)c5)cc3Cl,0,0
1198,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c1[nH]c(N)nc2=O,0,0
1199,OS(=O)(=O)c1ccc(cc1)-c1c2ccc(n2)c(-c2ccc(cc2)S(O)(=O)=O)c2ccc([nH]2)c(-c2ccc(cc2)S(O)(=O)=O)c2ccc(n2)c(-c2ccc(cc2)S(O)(=O)=O)c2ccc1[nH]2,0,0
1200,C1CCN2C[C@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1,0,0
1201,COc1ccccc1CC(=N)N1C[C@H]2[C@@H](C1)C(CCC2=O)(c1ccccc1)c1ccccc1,0,0
1202,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,0,0
1203,"NC(=O)[C@H]1C[C@]2(NC(=O)NC2=O)c2cc(F)ccc2O1 |&1:3,&2:5,r|",0,0
1204,"COC(=O)C1=C(C)NC(C)=C([C@H]1c1cccc(c1)[N+]([O-])=O)C(=O)OCCCN1CCC(CC1)(c1ccccc1)c1ccccc1 |c:4,9|",0,0
1205,CCN1CCN(CC1)c1ccc(Nc2cc(ncn2)N(C)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)cc1,0,0
1206,CN1CCc2cc3OCOc3cc2[C@H]1[C@@H]1OC(=O)c2c1ccc1OCOc21,0,0
1207,COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)N(COP(O)(O)=O)c4n3)n2)cc(OC)c1OC,0,0
1208,CNCCc1ccc(O)c(O)c1,0,0
1209,C[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)C(O)(c1cccs1)c1cccs1,0,0
1210,OCCNC(=O)Cn1ccnc1[N+]([O-])=O,0,0
1211,CCCCCCC(=O)O[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C#C |t:16|,0,0
1212,COc1cc(F)ccc1-c1ncnc(Nc2cccc(C[S@](C)(=N)=O)c2)n1,0,0
1213,OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@@H]([C@H]2O)n2cc(nn2)-c2cccc(F)c2)[C@H](O)[C@H]([C@H]1O)n1cc(nn1)-c1cccc(F)c1,0,0
1214,[O-][N+](=O)c1nccn1CC(=O)NCC(F)(F)C(F)(F)F,0,0
1215,Oc1cccc2cccnc12,0,0
1216,"CN1CCN(C)C(=O)[C@@H]1c1ccc(Nc2nc(cn(C)c2=O)-c2cccc(NC(=O)c3cc4CCCCc4s3)c2C)cc1 |&1:8,r|",0,0
1217,COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1,0,0
1218,COc1ccncc1C(=O)NC(=O)Nc1ccc(-c2ccccc2)c(c1)C(F)(F)F,0,0
1219,CN(c1ccccc1CNc1nc(Nc2ccc3NC(=O)Cc3c2)ncc1C(F)(F)F)S(C)(=O)=O,0,0
1220,C(C#CCN1CCCC1)N1CCCC1,0,0
1221,"CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](C(O)=O)c3ccccc3)C(=O)N2[C@H]1C(O)=O |a:4,5,22,&1:9|",0,0
1222,"[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(c1ccccc1)c1ccccc1)[N+]21CCCC1 |&1:1,4,7|",0,0
1223,Fc1ccc(NC(=O)[C@@H]2[C@H](N(CC(F)(F)F)C(=O)c3ccccc23)c2cccnc2)cc1C#N,0,0
1224,O=C(CCCCCCCn1cc(nn1)-c1cccnc1)Nc1ccccc1-c1ccccc1,0,0
1225,"CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OP(C)(C)=O |c:14,33,t:29,31|",0,0
1226,CON(C)C(=O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2cc(Cl)ccc2[nH]1,0,0
1227,NC(=O)NCCN1CCN(CC1)c1cccc(c1)C(F)(F)F,0,0
1228,"COc1ccc(OC[C@H]2N(CCc3cc(OC)c(OC)cc23)C(=O)c2cccc(Cl)c2)cc1 |&1:8,r|",0,0
1229,C1CCC(CC1)NC1CCCCC1,0,0
1230,OC[C@@H](NC(=O)Nc1ccc(cc1)-c1ccncc1)c1ccccc1,0,0
1231,NC[C@H]1CC[C@@H](CC1)C(O)=O |r|,0,0
1232,FS(=O)(=O)Cc1ccccc1,0,0
1233,CN1CCC(CC1)C(=O)N1c2ccccc2NC(=O)c2cccnc12,0,0
1234,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,0,0
1235,CS(=O)(=O)c1ccc(cc1)[C@@H](CC1CCCC1)C(=O)Nc1nccs1,0,0
1236,Cc1cccc(C)c1N(CC(=O)Nc1ccc(cc1)-c1ncon1)C(=O)C1CCS(=O)(=O)CC1,0,0
1237,COc1ccccc1C(=O)Nc1cccc(NC(=O)c2cccc(C)c2)c1,0,0
1238,"CC(C)C(=O)OCC(=O)[C@@]12O[C@@H](O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]21C)C1CCCCC1 |c:24,t:20|",0,0
1239,CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCN(C)CC1,0,0
1240,CNC(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1,0,0
1241,CC(C)(CO)[C@@H](O)C(=O)NCCCO,0,0
1242,Cc1cc(NC(=O)Nc2ccc(F)c(F)c2)n(n1)-c1ccccc1,0,0
1243,CCOC(=O)O[C@H]([C@H]1C[C@@H]2CC[N@]1C[C@@H]2C=C)c1ccnc2ccc(OC)cc12,0,0
1244,CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O)C(=O)OCC,0,0
1245,N#Cc1ccc(cc1)-c1csc(NN=C2CCCC2)n1,0,0
1246,NCCc1cc(O)c(O)cc1O,0,0
1247,"CCN1CCC[C@@H]1CNC(=O)c1cc(ccc1OC)S(N)(=O)=O |&1:6,r|",0,0
1248,CN(C)Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,0,0
1249,"CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C2=O)c2C4=NC5(CCN(CC(C)C)CC5)NC4=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(=O)c2c(O)c3C |c:36,t:3,15,30,38|",1,0
1250,OC(=O)c1ccc(cc1)N1N=C(Cc2ccccc2)\C(=C/c2ccc(o2)-c2ccccc2F)C1=O |t:11|,0,0
1251,O=c1cc[nH]c(=O)[nH]1,0,0
1252,"CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C2=O)c2c(O)cc(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)c(O)c2c(O)c3C |c:23,t:3,25|",0,0
1253,O=C1c2ccccc2C(=O)c2ccccc12,0,0
1254,"C[C@H]1CCC[C@@H](C)N1 |&1:1,&2:5,r|",0,0
1255,Cc1cccc(Oc2nc3c(C)cccn3c(=O)c2\C=C(/C#N)c2nc3ccccc3s2)c1,0,0
1256,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]22CCC(=O)O2)[C@H]13 |t:6|,0,0
1257,O=c1sn(-c2cccc3ccccc23)c(=O)n1Cc1ccccc1,0,0
1258,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@H](NC3(C)C)c3ccccc3)C(=O)N2[C@H]1C(O)=O,0,0
1259,CCC[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)CCC(O)=O)[C@H]12 |t:5|,0,0
1260,"CCOC(=O)C1=C(COCCN)NC(C)=C([C@H]1c1ccccc1Cl)C(=O)OC |&1:16,r,c:5,14|",0,0
1261,COc1ccc(C[C@H](NC(=O)[C@H](C)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)cc1,0,0
1262,OC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)\C=C\c1ccc(O)c(O)c1\C=C\c1ccc(O)c(O)c1,0,0
1263,C[C@@H](CN1CCC(CC1)n1c2ccc(Cl)cc2[nH]c1=O)NC(=O)c1ccc2ccccc2c1,0,0
1264,Nc1ccc(cc1)S(N)(=O)=O,0,0
1265,O[C@@H](CC[C@@H]1[C@H](N(C1=O)c1ccc(F)cc1)c1ccc(O)cc1)c1ccc(F)cc1,0,0
1266,"CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)c1cc(C)cc(C)c1 |&1:2,&2:5,&3:7,r,TLB:0:1:3.4:6.7.8|",0,0
1267,"Ic1ccc(CN2CCC(CC2)[C@]2(CCC(=O)NC2=O)c2ccccc2)cc1 |&1:12,r|",0,0
1268,COc1c2occc2cc2ccc(=O)oc12,0,0
1269,OP(O)(=O)OCN1C(=O)NC(C1=O)(c1ccccc1)c1ccccc1,0,0
1270,FC(F)(F)c1ccc(cc1)C(=O)NN1C(=O)[C@H]2[C@H]([C@H]3C=C[C@@H]2[C@@H]2C[C@H]32)C1=O |c:20|,0,0
1271,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,0,0
1272,OC(=O)c1ccc(cc1)N1C(=O)\C(=C\c2ccc(o2)-c2ccc(cc2)[N+]([O-])=O)C=C1c1ccccc1 |c:31|,0,0
1273,Nc1nc2c(ccc3ccccc23)s1,0,0
1274,COc1cc(NC(=O)c2ccc(o2)-c2ccc(Cl)cc2)cc(OC)c1,0,0
1275,Cc1nc2ccccc2c(-c2ccc3OCCc4ccnc2c34)c1[C@H](OC(C)(C)C)C(O)=O,0,0
1276,COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1,0,0
1277,Cn1c2nc(Oc3cccc(Cl)c3)n(Cc3ccc(Cl)cc3)c2c(=O)n(CCCO)c1=O,0,0
1278,O[C@@H]1CCN(C1)c1ncc(cc1-c1cc[nH]n1)C(=O)Nc1ccc(OC(F)(F)Cl)cc1,0,0
1279,CN1CCN(CCCCN2C(=O)CN(\N=C\c3ccc(o3)-c3ccc(Cl)cc3)C2=O)CC1,0,0
1280,Nc1nc(N)c2nc(c(N)nc2n1)-c1ccccc1,0,0
1281,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)N1Cc2ccccc2NC1=O,0,0
1282,COc1cc(Nc2ncc3CN=C(c4cc(Cl)ccc4-c3n2)c2c(F)cccc2OC)ccc1C(O)=O |c:11|,0,0
1283,CN(C)N(C)C(=O)[C@@]1(Cc2ccccc2)CCCN(C1)C(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)C(C)(C)N,0,0
1284,CC1(C)S[C@@H]2[C@H](\N=C\N3CCCCCC3)C(=O)N2[C@H]1C(O)=O,0,0
1285,[H][C@]12CO[P@](S)(=O)O[C@@]3([H])[C@@H](O)[C@@H](O[C@]3([H])CO[P@](S)(=O)O[C@@]([H])([C@@H](O1)n1cnc3c(N)ncnc13)[C@]2([H])O)n1cnc2c(N)ncnc12,0,0
1286,C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@@]3(C)O,0,0
1287,"C[C@]1(NCCc2cc(O)c(O)cc12)C(O)=O |&1:1,r|",0,0
1288,CCCc1nc(C)c2n1[nH]c(nc2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCN(CC)CC1,0,0
1289,CCOC(=O)c1ccc(nc1)C#Cc1ccc2SCCC(C)(C)c2c1,0,0
1290,CC(C)=CCC[C@](C)(O)[C@H]1CCC(C)=CC1 |c:13|,0,0
1291,CCOc1ccc(Cc2cc(ccc2Cl)[C@@H]2O[C@H](SC)[C@@H](O)[C@H](O)[C@H]2O)cc1,0,0
1292,"CCCOc1ccc(cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1)S(=O)(=O)NCC[C@@H]1CCCN1C |&1:30,r|",0,0
1293,"COc1cc(Br)c(C[N+]2(CCOCC[C@H]3CC[C@@H]4C[C@H]3C4(C)C)CCOCC2)cc1OC |&1:17,19,&2:14,r|",0,0
1294,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@@H](CN(C)C1=O)C(O)=O,0,0
1295,C[C@@H](Nc1ccccc1C(O)=O)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1,0,0
